t H V T P
18.900000000000002 -513.5002572914667 -585.9351685665217 72.434911275055 46.48851104696671 0.0
19.0 -513.5000600423707 -578.1727699250963 64.6727098827256 41.506753233999575 0.0
19.1 -513.5001464958731 -579.0450832847947 65.54493678892165 42.06654587335524 0.0
19.2 -513.5002383202332 -577.9237923607897 64.42355404055647 41.34684575406753 0.0
19.3 -513.5002182514769 -576.718432767319 63.21821451584204 40.57326242492871 0.0
19.400000000000002 -513.5001592351374 -579.8408564233031 66.34069718816565 42.57726253552548 0.0
19.5 -513.5001767582753 -579.7687416032804 66.26856484500512 42.5309682117963 0.0
19.6 -513.5000676588428 -577.2712040283038 63.77113636946101 40.928126029337186 0.0
19.7 -513.5001482030661 -579.8930242288675 66.39287602580129 42.610750758637 0.0
19.8 -513.5000504744582 -576.3975012189582 62.897450744499906 40.36739718860804 0.0
19.900000000000002 -513.5000505718494 -577.2538017494396 63.75375117759013 40.91696826479912 0.0
20.0 -513.5001246508573 -583.4123062809513 69.91218163009403 44.86943064907759 0.0
20.1 -513.5001893112827 -580.8093946269317 67.30920531564905 43.198848176910744 0.0
20.2 -513.5000152006639 -571.227163854605 57.72714865394109 37.049112653953365 0.0
20.3 -513.5001232518007 -572.7997993551527 59.29967610335204 38.05835610323436 0.0
20.400000000000002 -513.500128268649 -575.3554974589069 61.855369190257946 39.69859234031797 0.0
20.5 -513.5000841706704 -573.8173744699213 60.31729029925085 38.71145787356652 0.0
20.6 -513.5000950317626 -573.3039412268062 59.803846195043604 38.381930971548236 0.0
20.7 -513.5000950596293 -574.5048357637696 61.004740704140374 39.15266150285784 0.0
20.8 -513.5000750951186 -577.2822493909691 63.78217429585053 40.93521013772998 0.0
20.900000000000002 -513.5001516013341 -583.4248314861383 69.92467988480414 44.87745199185183 0.0
21.0 -513.5001213078192 -581.6753034024516 68.17518209463245 43.754629503173646 0.0
21.1 -513.5000647575582 -575.3022139680551 61.802149210496815 39.66443591528074 0.0
21.2 -513.500155571141 -577.6027591992244 64.10260362808336 41.14086073202301 0.0
21.3 -513.5001428781775 -582.0719780983262 68.57183522014867 44.009200301740016 0.0
21.400000000000002 -513.5001071639134 -585.2453955417988 71.74528837788532 46.045913118578625 0.0
21.5 -513.5001642538264 -583.5264150834604 70.02625082963401 44.942639922749464 0.0
21.6 -513.4999870011501 -577.0823406052624 63.58235360411235 40.806965810902426 0.0
21.7 -513.5002028860323 -582.2930563855283 68.79285349949598 44.15104917737407 0.0
21.8 -513.5000571357141 -579.5574734857748 66.05741635006078 42.39545373449548 0.0
21.900000000000002 -513.5001165880924 -582.3560121951316 68.85589560703919 44.1915094148667 0.0
22.0 -513.5001745915945 -581.712173552529 68.21199896093445 43.77825845868236 0.0
22.1 -513.4999958890078 -574.1151268215829 60.61513093257514 38.90261110795035 0.0
22.2 -513.5001304692901 -577.5145433349271 64.01441286563701 41.08426016246258 0.0
22.3 -513.500094209711 -577.9242421994484 64.42414798973726 41.34722694888873 0.0
22.400000000000002 -513.5000596711578 -575.5236254263082 62.02356575515038 39.80654039640618 0.0
22.5 -513.500050538978 -576.1772483151517 62.67719777617366 40.226039487315624 0.0
22.6 -513.5001386854965 -579.6063978973415 66.10625921184499 42.42680093820777 0.0
22.7 -513.500091332198 -577.3108019959839 63.810710663785855 40.95352469396605 0.0
22.8 -513.5000584361334 -574.028286003537 60.52822756740365 38.84683678613952 0.0
22.900000000000002 -513.5000756332361 -574.2782986409725 60.77822300773636 39.00728311768077 0.0
23.0 -513.5002080960778 -577.1411638572812 63.64095576120343 40.844576501374036 0.0
23.1 -513.4999319348144 -573.9307918851525 60.43085995033815 38.78434653852428 0.0
23.2 -513.5002908557182 -584.2820027527027 70.78171189698453 45.42749259333142 0.0
23.3 -513.4999848267724 -577.0971956067704 63.59721077999789 40.81650110228504 0.0
23.400000000000002 -513.5001360546753 -578.6705802437536 65.17044418907832 41.8261976343864 0.0
23.5 -513.5000818911674 -580.4149265491072 66.91484465793988 42.94574867737818 0.0
23.6 -513.5001860417096 -580.7264540294351 67.22626798772552 43.14561924603322 0.0
23.7 -513.5000609939112 -576.6521217320665 63.15206073815525 40.530805126774325 0.0
23.8 -513.500099167199 -574.3924252293151 60.892326062116105 39.08051411928831 0.0
23.900000000000002 -513.5001242010401 -573.7693866394491 60.26926243840903 38.68063373503989 0.0
24.0 -513.5001109595931 -574.5438177474131 61.04370678781997 39.177669819699936 0.0
24.1 -513.5000730792924 -575.5961600281074 62.09608694881498 39.85308428323464 0.0
24.2 -513.500112099911 -579.1027708229223 65.60265872301129 42.10359163931731 0.0
24.3 -513.5001111046768 -579.5097182231183 66.00960711844148 42.364769911554895 0.0
24.400000000000002 -513.5000817437748 -578.0826141863926 64.58253244261775 41.448877620613075 0.0
24.5 -513.5001069175618 -579.6824022050764 66.18229528751468 42.475600665873834 0.0
24.6 -513.5001415518418 -581.4966899934558 67.99654844161395 43.639982954906664 0.0
24.7 -513.5001883370927 -581.2449237333702 67.74473539627749 43.47837008986923 0.0
24.8 -513.5000683191971 -576.7170859577514 63.2170176385542 40.572494272638075 0.0
24.900000000000002 -513.50015665098 -582.3512065843234 68.85104993334346 44.18839947587225 0.0
25.0 -513.5002258748677 -587.3773506233367 73.87712474846904 47.41411937326532 0.0
25.1 -513.500193664944 -580.4972178182043 66.99702415326021 42.99849123354044 0.0
25.2 -513.5000529053291 -574.8258602860832 61.325807380754085 39.358721142882686 0.0
25.3 -513.5002624373724 -580.301893903838 66.8016314664657 42.87308878714204 0.0
25.400000000000002 -513.5001874382217 -580.9108491089975 67.41066167077582 43.263962564477055 0.0
25.5 -513.5001837349648 -578.5633272117706 65.06314347680572 41.757332355751764 0.0
25.6 -513.5000322649003 -574.1615182703474 60.66148600544718 38.93236165612334 0.0
25.7 -513.5001957202774 -579.7186549361237 66.21845921584637 42.49881056773132 0.0
25.8 -513.5001268942655 -578.1455791343733 64.64545224010784 41.48925935987667 0.0
25.900000000000002 -513.4999747888583 -573.1006473095068 59.600672520648594 38.25153471040423 0.0
26.0 -513.5001698908853 -576.8474236261023 63.347253735217045 40.65607941289501 0.0
26.1 -513.5000758194075 -574.871505674161 61.371429854753536 39.38800151127383 0.0
26.2 -513.500055286486 -573.2110032782408 59.710947991754836 38.32230918042829 0.0
26.3 -513.5001379092157 -576.7675185851105 63.26738067589473 40.60481712051005 0.0
26.400000000000002 -513.500136424398 -577.1982806756682 63.69814425127031 40.88127990454572 0.0
26.5 -513.5000708436613 -575.4758336016698 61.97576275800848 39.77586057473468 0.0
26.6 -513.5001180970293 -577.1044043140374 63.60428621700819 40.82104209675615 0.0
26.7 -513.5001700781955 -579.5591431054768 66.05897302728125 42.39645280531488 0.0
26.8 -513.5001542697654 -579.2987858879117 65.79863161814626 42.22936646170638 0.0
26.900000000000002 -513.5001806299431 -579.2781247682269 65.77794413828383 42.216089298537554 0.0
27.0 -513.5001318164067 -580.1635324089079 66.66340059250129 42.78437262254394 0.0
27.1 -513.5002064690946 -586.6032733241914 73.10306685509678 46.91733131494377 0.0
27.2 -513.5001843447895 -584.9472539036318 71.44706955884226 45.85451716572307 0.0
27.3 -513.5000845594233 -580.0123467147496 66.51226215532627 42.68737242219094 0.0
27.400000000000002 -513.5001651125358 -582.2274613425564 68.7272962300205 44.10897471641909 0.0
27.5 -513.5000741573813 -581.3472020200205 67.8471278626393 43.54408527084752 0.0
27.6 -513.5000916261441 -584.8501414146878 71.35004978854366 45.7922501651303 0.0
27.7 -513.500146980084 -584.4627816697252 70.96263468964129 45.54360830462336 0.0
27.8 -513.5000049155116 -578.7862139926651 65.28620907715353 41.90049519592685 0.0
27.900000000000002 -513.5001621769824 -583.6306638964872 70.13050171950492 45.00954783441952 0.0
28.0 -513.5001460250169 -583.4952379741795 69.99509194916267 44.92264224575221 0.0
28.1 -513.500080945563 -579.2325067496892 65.73242580412611 42.18687576678771 0.0
28.2 -513.5000413709153 -577.8291099892117 64.32906861829649 41.28620529052321 0.0
28.3 -513.5001130024307 -582.7934506197154 69.29333761728475 44.472258398578255 0.0
28.400000000000002 -513.500146491972 -587.142866866496 73.64272037452392 47.263679341852495 0.0
28.5 -513.5001407439158 -585.9032874239005 72.40314667998466 46.468124624137765 0.0
28.6 -513.5001451063982 -586.5144035322708 73.0142584258725 46.8603343286787 0.0
28.7 -513.500148248464 -586.123999021742 72.62385077327797 46.60977185609496 0.0
28.8 -513.5000950454479 -583.5877062898709 70.08761124442296 44.9820208548242 0.0
28.900000000000002 -513.5002426658823 -587.1464352841001 73.64619261821775 47.265907817548495 0.0
29.0 -513.5000609650192 -579.7483385131346 66.24827754811538 42.517947884871475 0.0
29.1 -513.500147810881 -577.7225481766121 64.22240036573112 41.21774592265133 0.0
29.2 -513.5000358125818 -575.9708703993707 62.470834586788875 40.09359620491865 0.0
29.3 -513.5001406541008 -578.2487865954174 64.7486459413166 41.55548877100142 0.0
29.400000000000002 -513.5000637113161 -577.5177880626413 64.01772435132527 41.08638546414778 0.0
29.5 -513.5000988282469 -576.3106115928767 62.810512764629856 40.311600651186424 0.0
29.6 -513.500031522867 -572.8943992009133 59.39436767804642 38.119128874799145 0.0
29.7 -513.500083194142 -569.8856721903752 56.38558899623318 36.18810364780308 0.0
29.8 -513.5000176791901 -567.7797007683372 54.27968308914708 34.83653948761946 0.0
29.900000000000002 -513.500053714868 -575.2014740272627 61.70142031239469 39.599788407473525 0.0
30.0 -513.5001562796488 -583.137005277221 69.63684899757214 44.692722982798 0.0
30.1 -513.5000902517353 -578.9390687986005 65.43897854686519 41.99854218812045 0.0
30.2 -513.5000347679975 -576.1537066942719 62.65367192627441 40.210940666682326 0.0
30.3 -513.500136402376 -582.6959578108174 69.1958214084413 44.409672785200996 0.0
30.400000000000002 -513.5001989647949 -586.1883779435725 72.68817897877763 46.6510575074385 0.0
30.5 -513.5001026807766 -586.8820386682164 73.38193598743979 47.09630869631113 0.0
30.6 -513.5001917185199 -591.27774581356 77.77755409504017 49.91740335020628 0.0
30.7 -513.5001049889131 -589.4708021791672 75.97069719025411 48.7577679520283 0.0
30.8 -513.5002049979503 -588.1108512294825 74.61064623153214 47.88489128377514 0.0
30.900000000000002 -513.5000021935319 -583.6524760001346 70.15247380660266 45.02364945469885 0.0
31.0 -513.5002460893511 -589.0880758910166 75.58782980166549 48.51204479850172 0.0
31.1 -513.5000766501195 -584.0592671760869 70.55919052596745 45.28467903792535 0.0
31.2 -513.5001921758151 -583.1663567669854 69.66616459117024 44.711537643751456 0.0
31.3 -513.5000606667566 -580.0603587495644 66.56029808280786 42.71820173786305 0.0
31.400000000000002 -513.5001451042386 -580.3158829342897 66.81573783005106 42.882142209419044 0.0
31.5 -513.500106620786 -576.2706412891001 62.770534668314085 40.2859428276384 0.0
31.6 -513.4999910748538 -571.8237419783218 58.32375090346797 37.43201020679853 0.0
31.7 -513.5001402525304 -577.5234497496164 64.02330949708596 41.08996999411854 0.0
31.8 -513.500053787171 -581.020275494328 67.52022170715694 43.33427787061816 0.0
31.900000000000002 -513.500185698643 -584.2594436731032 70.75925797446024 45.41308173250557 0.0
32.0 -513.5001905612504 -581.6946586864563 68.1944681252058 43.76700722034868 0.0
32.1 -513.5000172747353 -576.5824586126439 63.08244133790854 40.48612360234804 0.0
32.2 -513.5002507556457 -583.620197132153 70.11994637650734 45.00277344661522 0.0
32.3 -513.5001179895246 -584.4890166836972 70.98889869417255 45.56046446477178 0.0
32.4 -513.5002406125267 -583.9530544016051 70.45281378907842 45.21640676394924 0.0
32.5 -513.5001287698869 -582.3746788434436 68.87455007355669 44.20348179610537 0.0
32.6 -513.5001858430106 -583.8899890097837 70.38980316677304 45.17596673358879 0.0
32.7 -513.5003508126662 -584.7861440918163 71.28579327915013 45.751010528134856 0.0
